transaction_id,date,time,day_of_week,fraud_type,fraud_lure,amount_inr,upi_app,transaction_type,sender_upi_id
TXN699823383615,2025-03-21,21:31:19,Friday,Phishing,Investment Scheme,45850,Google Pay,P2M,txn2104@axl
TXN695618637545,2025-03-15,07:46:12,Saturday,OTP Sharing,Investment Scheme,4650,Google Pay,P2M,pay1060@paytm
TXN936451786680,2023-08-01,06:34:03,Tuesday,Fake Collect Request,Loan Offer,650,PhonePe,Collect Request,txn9086@ibl
TXN746445372468,2024-07-25,13:00:00,Thursday,Phishing,KYC Update Required,7750,Paytm,P2P,mb8738@ybl
TXN166190652573,2023-10-24,14:58:34,Tuesday,Money Mule,Impersonation of Known Person,1000,Google Pay,P2M,pay1740@ibl
TXN271755882365,2023-11-15,04:38:49,Wednesday,Fake UPI App,Electricity Bill Disconnection,13500,PhonePe,P2P,mb5402@okhdfcbank
TXN935920625633,2024-12-15,10:00:19,Sunday,Vishing,Digital Arrest Threat,900,PhonePe,Collect Request,mb1739@okicici
TXN832034305388,2024-12-22,10:09:41,Sunday,Fake UPI App,Job Offer/Part-time Work,32650,BHIM,P2P,acct8719@ybl
TXN727520582755,2024-04-06,16:07:42,Saturday,Vishing,Job Offer/Part-time Work,8500,Google Pay,P2P,acct3607@oksbi
TXN851253166024,2023-05-02,18:23:46,Tuesday,Fake Collect Request,KYC Update Required,22400,PhonePe,P2M,user7087@okhdfcbank
TXN349843671342,2024-10-05,14:18:49,Saturday,Phishing,Impersonation of Known Person,3500,Google Pay,Collect Request,acct1927@okaxis
TXN922281938567,2024-10-07,16:28:03,Monday,OTP Sharing,Customer Care Impersonation,8800,PhonePe,P2M,pay8582@apl
TXN358346310157,2024-02-23,14:03:35,Friday,Fake Collect Request,Refund Processing,4500,Google Pay,P2P,mb7539@okhdfcbank
TXN887645565428,2025-01-07,20:47:05,Tuesday,Fake Collect Request,Electricity Bill Disconnection,11650,Google Pay,P2P,mb1600@okhdfcbank
TXN776504733295,2023-11-11,14:09:37,Saturday,Fake Collect Request,Customer Care Impersonation,4500,Google Pay,Collect Request,acct9496@oksbi
TXN780659721830,2025-03-08,13:51:31,Saturday,QR Code Swap,Refund Processing,22550,PhonePe,P2P,mb4647@apl
TXN532718178385,2023-05-16,11:32:34,Tuesday,Phishing,Loan Offer,70400,Google Pay,P2M,mb2223@okaxis
TXN124972673010,2024-12-23,13:03:55,Monday,Social Engineering,Digital Arrest Threat,3250,Google Pay,P2P,user8077@oksbi
TXN461158337747,2023-11-10,18:32:42,Friday,Phishing,Electricity Bill Disconnection,1700,PhonePe,Collect Request,mb7034@ybl
TXN478482532774,2023-09-27,11:24:54,Wednesday,Money Mule,KYC Update Required,4250,Google Pay,P2M,mb6844@apl
TXN404245936119,2023-12-31,18:59:59,Sunday,Fake Collect Request,KYC Update Required,3800,PhonePe,P2M,acct7334@okaxis
TXN897039148524,2023-10-26,17:51:28,Thursday,Vishing,Digital Arrest Threat,12100,PhonePe,P2M,mb7299@okicici
TXN393003442995,2024-04-21,13:07:38,Sunday,SIM Swap,Prize/Lottery Win,317000,PhonePe,P2P,mb9916@okaxis
TXN578289690554,2024-06-07,15:57:26,Friday,QR Code Swap,Refund Processing,5150,PhonePe,P2M,txn3295@axl
TXN125962996558,2024-04-27,10:48:08,Saturday,Vishing,Refund Processing,1700,PhonePe,P2M,pay9971@ibl
TXN402199040903,2024-03-17,06:46:13,Sunday,Fake UPI App,Prize/Lottery Win,14450,Google Pay,P2M,acct2371@ibl
TXN511476726878,2023-08-31,12:07:16,Thursday,OTP Sharing,KYC Update Required,9300,PhonePe,Collect Request,mb1845@okaxis
TXN461330762112,2023-12-06,07:13:37,Wednesday,Phishing,Delivery Agent Scam,650,PhonePe,P2P,acct1866@axl
TXN459382591596,2024-06-12,19:42:12,Wednesday,Vishing,KYC Update Required,11200,PhonePe,P2P,pay3755@ybl
TXN244255522722,2023-09-05,03:26:30,Tuesday,Phishing,Customer Care Impersonation,3050,PhonePe,Collect Request,pay3885@okaxis
TXN381739997093,2025-01-30,04:42:47,Thursday,Fake Collect Request,Prize/Lottery Win,650,PhonePe,P2M,txn7745@ybl
TXN401689253046,2024-02-06,09:25:19,Tuesday,SIM Swap,Refund Processing,3800,Google Pay,P2P,mb6906@okicici
TXN392509720022,2024-03-30,12:49:05,Saturday,Vishing,Customer Care Impersonation,1300,Google Pay,P2P,acct7053@oksbi
TXN320287309742,2023-09-11,11:28:49,Monday,Money Mule,Loan Offer,3600,PhonePe,P2M,acct9091@okicici
TXN904848079431,2024-07-30,07:41:29,Tuesday,Fake UPI App,Impersonation of Known Person,16850,PhonePe,P2P,mb3410@ybl
TXN166054619568,2024-12-21,16:56:48,Saturday,Fake Collect Request,Investment Scheme,8400,Google Pay,P2P,acct3720@okaxis
TXN799355312870,2024-12-19,13:30:35,Thursday,Social Engineering,Refund Processing,800,PhonePe,P2P,pay7366@ybl
TXN778984641805,2023-10-13,15:29:08,Friday,SIM Swap,Investment Scheme,9800,Google Pay,P2P,acct8397@okaxis
TXN562421448758,2024-03-02,10:07:02,Saturday,Phishing,Job Offer/Part-time Work,2700,PhonePe,P2M,acct4360@ybl
TXN818597637735,2023-05-17,19:34:51,Wednesday,OTP Sharing,Prize/Lottery Win,650,PhonePe,P2P,pay1633@okicici
TXN564177246776,2023-07-31,12:34:02,Monday,SIM Swap,Prize/Lottery Win,1750,BHIM,P2M,user8832@okhdfcbank
TXN675237220978,2024-10-08,12:05:20,Tuesday,SIM Swap,KYC Update Required,1950,Paytm,P2M,mb2446@ybl
TXN775605508767,2024-09-28,13:40:19,Saturday,Vishing,Refund Processing,47850,PhonePe,Collect Request,user7208@okhdfcbank
TXN913882765329,2023-12-12,16:07:22,Tuesday,Vishing,Customer Care Impersonation,1950,PhonePe,P2M,txn2229@okaxis
TXN573909840170,2024-08-11,17:04:59,Sunday,OTP Sharing,Electricity Bill Disconnection,9900,Paytm,P2P,acct6699@axl
TXN221437856896,2024-08-29,11:09:54,Thursday,Money Mule,Refund Processing,4950,Google Pay,P2P,pay1083@axl
TXN650581194823,2023-12-23,05:44:32,Saturday,QR Code Swap,KYC Update Required,24350,PhonePe,P2M,user2994@ibl
TXN509001888815,2023-08-25,15:11:11,Friday,Fake Collect Request,Electricity Bill Disconnection,4200,PhonePe,Collect Request,user2891@oksbi
TXN696685350600,2023-10-16,11:49:28,Monday,Social Engineering,KYC Update Required,1800,Google Pay,P2P,user2192@okaxis
TXN773993491209,2025-03-30,22:15:19,Sunday,Phishing,Customer Care Impersonation,2500,Paytm,P2P,pay1369@axl
TXN707016033081,2024-10-24,16:01:43,Thursday,Money Mule,Investment Scheme,4400,Google Pay,P2M,txn6643@paytm
TXN399600365875,2024-10-09,18:11:36,Wednesday,Social Engineering,Prize/Lottery Win,1350,Google Pay,P2P,txn8275@okaxis
TXN649057296405,2023-08-26,13:05:59,Saturday,Vishing,Job Offer/Part-time Work,5550,PhonePe,P2M,pay6293@okaxis
TXN521030465431,2023-12-03,18:57:16,Sunday,Phishing,Refund Processing,2001,PhonePe,P2P,pay9175@axl
TXN253880686697,2023-09-16,12:03:15,Saturday,Money Mule,Prize/Lottery Win,1850,PhonePe,P2P,mb8128@axl
TXN998190197888,2023-09-09,08:18:10,Saturday,Fake Collect Request,Refund Processing,10450,Google Pay,Collect Request,txn1540@oksbi
TXN811168275119,2024-08-25,06:34:49,Sunday,Social Engineering,Electricity Bill Disconnection,2750,PhonePe,P2M,txn8049@okhdfcbank
TXN814618437435,2024-03-14,12:45:43,Thursday,Vishing,Digital Arrest Threat,9200,PhonePe,P2P,acct8626@apl
TXN618225743573,2024-04-20,11:46:18,Saturday,Fake UPI App,KYC Update Required,2500,Google Pay,P2M,acct2096@okicici
TXN367728073337,2023-06-28,19:41:20,Wednesday,QR Code Swap,KYC Update Required,1850,PhonePe,P2P,pay3476@oksbi
TXN723825351604,2024-03-30,15:04:55,Saturday,Phishing,KYC Update Required,18450,PhonePe,P2M,mb3433@oksbi
TXN252573528736,2023-12-22,13:38:42,Friday,Fake Collect Request,KYC Update Required,37450,BHIM,P2M,user2544@okhdfcbank
TXN618031446227,2024-03-27,09:27:25,Wednesday,Vishing,Refund Processing,2900,PhonePe,Collect Request,acct5262@apl
TXN943624783824,2024-11-23,13:10:17,Saturday,Fake UPI App,Customer Care Impersonation,8000,PhonePe,P2P,pay8328@axl
TXN859595163173,2024-02-22,17:39:28,Thursday,Fake Collect Request,Investment Scheme,1900,Google Pay,P2P,user5700@ibl
TXN866941083112,2024-04-17,08:33:18,Wednesday,OTP Sharing,Loan Offer,550,PhonePe,P2M,txn6188@okhdfcbank
TXN947195730664,2024-06-29,01:12:26,Saturday,OTP Sharing,Prize/Lottery Win,9250,PhonePe,P2M,mb4334@oksbi
TXN714283517808,2025-02-20,15:01:50,Thursday,QR Code Swap,Customer Care Impersonation,95300,Google Pay,P2M,txn7869@ybl
TXN167183088736,2023-10-10,08:39:23,Tuesday,SIM Swap,KYC Update Required,1650,BHIM,Collect Request,mb1799@oksbi
TXN783080458364,2024-01-18,10:04:03,Thursday,Vishing,Refund Processing,2250,PhonePe,P2P,user2689@axl
TXN499890244822,2024-01-14,13:31:53,Sunday,Fake UPI App,Electricity Bill Disconnection,5300,Paytm,P2M,mb7377@axl
TXN175329940459,2023-06-27,15:30:52,Tuesday,Fake UPI App,Investment Scheme,4350,PhonePe,P2P,mb6697@axl
TXN569978181102,2024-10-10,12:23:15,Thursday,Money Mule,KYC Update Required,9850,PhonePe,P2M,mb8944@oksbi
TXN366151739505,2023-09-03,19:21:13,Sunday,Phishing,Refund Processing,12950,Google Pay,P2P,user9918@paytm
TXN631426988414,2024-10-29,21:08:56,Tuesday,OTP Sharing,Delivery Agent Scam,1450,Google Pay,Collect Request,mb7388@oksbi
TXN843546067702,2024-06-27,21:09:04,Thursday,Phishing,KYC Update Required,1050,PhonePe,P2M,mb8778@okhdfcbank
TXN848955803794,2024-03-24,18:25:49,Sunday,QR Code Swap,Refund Processing,4500,PhonePe,P2P,txn4215@paytm
TXN206094707418,2023-08-09,20:37:04,Wednesday,SIM Swap,Customer Care Impersonation,4550,PhonePe,P2M,user2134@axl
TXN544831717158,2023-05-02,14:08:25,Tuesday,Vishing,Impersonation of Known Person,6700,Google Pay,Collect Request,acct2495@ybl
TXN284261148126,2024-05-28,23:24:54,Tuesday,Vishing,KYC Update Required,23300,Amazon Pay,P2M,acct3105@ybl
TXN867274280866,2025-03-06,20:43:42,Thursday,Phishing,KYC Update Required,5400,PhonePe,P2P,pay4841@ibl
TXN466062815575,2024-12-03,17:53:57,Tuesday,Phishing,KYC Update Required,600,Google Pay,P2M,txn2056@ibl
TXN730333833784,2024-12-27,18:03:59,Friday,Vishing,Electricity Bill Disconnection,3800,PhonePe,P2M,txn8518@ybl
TXN920874731021,2023-11-12,07:53:55,Sunday,Money Mule,Electricity Bill Disconnection,1200,Google Pay,P2P,txn3292@axl
TXN493705771668,2024-05-22,18:22:41,Wednesday,Phishing,Customer Care Impersonation,16650,PhonePe,P2M,user2438@axl
TXN102616477635,2023-09-24,15:11:27,Sunday,QR Code Swap,Impersonation of Known Person,4850,PhonePe,P2P,acct5774@oksbi
TXN946644562563,2023-08-17,11:39:30,Thursday,QR Code Swap,Impersonation of Known Person,1150,PhonePe,Collect Request,acct2791@axl
TXN753993681073,2024-11-17,09:04:52,Sunday,Phishing,KYC Update Required,73100,Google Pay,P2P,pay9566@paytm
TXN480537223747,2025-01-14,13:03:40,Tuesday,Vishing,KYC Update Required,800,Paytm,P2P,pay3968@okicici
TXN910858064294,2024-12-10,09:07:40,Tuesday,Fake Collect Request,Refund Processing,2150,PhonePe,P2P,txn1407@ibl
TXN488345931012,2024-02-07,12:42:38,Wednesday,Vishing,Electricity Bill Disconnection,4050,PhonePe,P2P,mb4254@ybl
TXN662315636805,2024-10-27,18:14:42,Sunday,Social Engineering,Digital Arrest Threat,4250,Google Pay,P2P,mb5763@oksbi
TXN155869753001,2023-11-10,16:41:16,Friday,Vishing,Delivery Agent Scam,48900,Google Pay,P2P,acct4228@ybl
TXN856483994088,2025-03-14,13:14:58,Friday,SIM Swap,KYC Update Required,44350,Google Pay,Collect Request,user5913@ibl
TXN732874567225,2023-07-06,11:21:14,Thursday,Social Engineering,Loan Offer,1450,Google Pay,Collect Request,user5501@okicici
TXN976349326673,2024-07-15,19:09:35,Monday,QR Code Swap,Job Offer/Part-time Work,6500,Google Pay,P2M,mb2324@oksbi
TXN510064698549,2024-08-01,17:59:19,Thursday,Vishing,Prize/Lottery Win,4800,Google Pay,P2P,acct3732@axl
TXN439557177986,2024-06-08,04:16:33,Saturday,Phishing,Prize/Lottery Win,92950,Paytm,P2P,txn1532@ibl
TXN259159394697,2023-08-07,21:45:46,Monday,QR Code Swap,Job Offer/Part-time Work,2400,Google Pay,Collect Request,txn4969@axl
TXN809542011652,2025-02-24,08:11:50,Monday,OTP Sharing,Electricity Bill Disconnection,1000,PhonePe,P2P,txn5075@axl
TXN597828379233,2023-06-26,21:43:41,Monday,Fake UPI App,Loan Offer,9800,PhonePe,P2P,pay3649@apl
TXN634513923657,2025-03-02,16:47:03,Sunday,SIM Swap,Refund Processing,6300,Google Pay,P2P,user8242@ybl
TXN935167510752,2023-10-19,06:17:20,Thursday,Phishing,Job Offer/Part-time Work,12900,Google Pay,P2P,acct1773@oksbi
TXN446820080438,2024-12-10,19:50:13,Tuesday,Vishing,Delivery Agent Scam,8750,Google Pay,P2P,user4992@oksbi
TXN689430827794,2023-07-12,15:10:09,Wednesday,Phishing,Prize/Lottery Win,4700,PhonePe,P2M,mb2408@paytm
TXN837249221375,2024-07-21,18:37:45,Sunday,Vishing,KYC Update Required,8950,PhonePe,P2M,mb6253@okhdfcbank
TXN591512581881,2023-04-07,14:05:48,Friday,Phishing,Customer Care Impersonation,22350,PhonePe,Collect Request,user9208@apl
TXN820211858494,2023-12-03,15:25:06,Sunday,Phishing,Prize/Lottery Win,3550,PhonePe,P2P,txn7238@okhdfcbank
TXN389548047181,2024-04-25,09:27:13,Thursday,OTP Sharing,Electricity Bill Disconnection,1900,PhonePe,P2P,acct1445@ybl
TXN921116679408,2024-10-03,22:24:37,Thursday,QR Code Swap,Job Offer/Part-time Work,5200,PhonePe,P2P,pay2861@okicici
TXN814684613415,2024-03-03,15:17:04,Sunday,Phishing,KYC Update Required,3550,PhonePe,P2M,user8871@ibl
TXN112747036016,2025-01-31,10:36:30,Friday,Social Engineering,KYC Update Required,8700,Paytm,P2P,acct2261@paytm
TXN676432968804,2023-12-06,07:26:12,Wednesday,Fake UPI App,Loan Offer,1450,Google Pay,P2M,mb1877@axl
TXN439497446520,2023-07-26,18:41:52,Wednesday,Phishing,Digital Arrest Threat,1500,PhonePe,P2P,mb1922@oksbi
TXN477493163102,2024-01-28,12:49:21,Sunday,QR Code Swap,Loan Offer,3700,Google Pay,P2M,user8175@ybl
TXN385005472043,2024-10-23,20:04:40,Wednesday,SIM Swap,Loan Offer,233200,Paytm,P2P,user4406@apl
TXN773232938124,2023-07-06,11:13:49,Thursday,Phishing,Electricity Bill Disconnection,3950,Google Pay,P2M,mb3880@okhdfcbank
TXN287477282035,2024-03-02,16:48:59,Saturday,Phishing,Customer Care Impersonation,2250,PhonePe,Collect Request,pay5429@okhdfcbank
TXN985814029853,2023-06-02,12:58:15,Friday,Phishing,Refund Processing,3300,PhonePe,P2M,txn1119@ybl
TXN426994049992,2025-03-19,21:05:07,Wednesday,OTP Sharing,KYC Update Required,5550,Google Pay,P2M,txn2529@okaxis
TXN723491301125,2023-06-17,17:52:49,Saturday,Phishing,KYC Update Required,7600,Google Pay,Collect Request,txn4829@oksbi
TXN307919845739,2024-11-03,10:53:04,Sunday,Fake Collect Request,KYC Update Required,6550,PhonePe,P2M,pay5913@apl
TXN393989509811,2023-12-20,09:23:06,Wednesday,Social Engineering,Refund Processing,16250,Google Pay,P2M,pay6570@okaxis
TXN544401658117,2024-10-24,16:59:33,Thursday,SIM Swap,Job Offer/Part-time Work,419200,Google Pay,P2P,txn1734@ybl
TXN599325227487,2024-09-17,09:02:48,Tuesday,Fake Collect Request,Loan Offer,7250,Paytm,Collect Request,user7694@okhdfcbank
TXN183059111997,2024-11-19,06:54:16,Tuesday,Fake Collect Request,Loan Offer,27650,PhonePe,Collect Request,mb9276@axl
TXN734398493153,2024-08-16,17:16:36,Friday,Social Engineering,Customer Care Impersonation,6700,Google Pay,P2M,pay8937@ibl
TXN570258126795,2025-03-30,18:16:57,Sunday,Phishing,KYC Update Required,5600,Paytm,Collect Request,pay7166@ybl
TXN773478843037,2023-12-12,14:18:36,Tuesday,Vishing,KYC Update Required,24100,PhonePe,P2P,pay1025@ybl
TXN688861283245,2025-03-26,14:22:33,Wednesday,Vishing,Prize/Lottery Win,6750,PhonePe,P2P,user3466@oksbi
TXN145941634825,2025-02-24,13:30:45,Monday,Fake UPI App,Customer Care Impersonation,39700,PhonePe,Collect Request,mb9001@paytm
TXN122120359987,2024-12-18,10:18:41,Wednesday,Vishing,Delivery Agent Scam,4050,PhonePe,P2M,acct7901@paytm
TXN421026751575,2024-12-02,13:12:19,Monday,Phishing,KYC Update Required,3950,Google Pay,P2P,txn6626@oksbi
TXN928884020358,2024-04-09,10:11:58,Tuesday,Phishing,Investment Scheme,8350,Paytm,P2M,txn7904@okhdfcbank
TXN609900867615,2024-02-16,23:05:35,Friday,Phishing,Refund Processing,41450,PhonePe,P2P,mb7743@axl
TXN406297936662,2025-03-26,16:47:23,Wednesday,OTP Sharing,Loan Offer,3400,Google Pay,P2P,acct4964@apl
TXN457289643226,2023-06-08,10:22:04,Thursday,Phishing,Electricity Bill Disconnection,1300,Paytm,P2P,mb5300@ybl
TXN487154168484,2023-11-18,19:30:41,Saturday,Vishing,Impersonation of Known Person,2350,Paytm,P2P,mb7125@oksbi
TXN709876590486,2024-09-29,19:22:13,Sunday,Remote Access Scam,Investment Scheme,85250,Google Pay,P2P,acct6411@ibl
TXN292485102236,2024-07-15,11:39:11,Monday,Phishing,Loan Offer,700,Google Pay,P2M,txn3572@okhdfcbank
TXN452456921114,2023-12-04,22:54:03,Monday,Fake UPI App,Digital Arrest Threat,11650,Paytm,P2P,pay1638@oksbi
TXN713248682433,2023-04-11,13:34:05,Tuesday,OTP Sharing,Delivery Agent Scam,600,Google Pay,P2P,pay2610@okicici
TXN247102882080,2023-09-04,06:19:43,Monday,Phishing,Customer Care Impersonation,5850,Google Pay,Collect Request,user7627@apl
TXN724253149852,2023-08-07,09:05:40,Monday,Fake UPI App,Impersonation of Known Person,4600,Google Pay,P2M,pay3279@ibl
TXN992138659860,2024-10-16,16:03:45,Wednesday,Phishing,Job Offer/Part-time Work,600,PhonePe,P2P,user6426@apl
TXN903038850112,2024-05-14,01:24:02,Tuesday,Vishing,Customer Care Impersonation,850,PhonePe,P2M,mb9274@ibl
TXN159953369439,2023-10-27,05:57:24,Friday,Vishing,Customer Care Impersonation,17050,Google Pay,Collect Request,acct3096@okicici
TXN746483010296,2023-07-10,19:55:12,Monday,Fake Collect Request,Loan Offer,1050,PhonePe,Collect Request,txn5028@apl
